HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.favoritechain1,Answer.favoritechain2,Answer.favoritechain3,Answer.favoritechain4,Answer.favoriteitem1,Answer.favoriteitem2,Answer.favoriteitem3,Answer.favoriteitem4,Answer.option1,Answer.option2,Answer.option3,Answer.option4,Approve,Reject
3ZTE0JGGDMS4YNOCPSDL1ERQXISOC7,3KIFW8VYCHONZ9HQKKZM09JQS93PBJ,"30-60 second quick survey about your favorite resturants and food, $12-24/h",Tell us your favorite chain resturants and what items you like most,"survey, food, chain, resturant, easy, fast",$0.20 ,Thu Apr 01 18:28:07 PDT 2021,101,BatchId:4391393;OriginalHitTemplateId:928390912;,300,86400,Sat Apr 03 18:28:07 PDT 2021,,,33TIN5LC0CAGGNJ59XHUQYK7R63Y9L,A13CAAOJ5GP4UQ,Approved,Thu Apr 01 18:48:32 PDT 2021,Thu Apr 01 18:49:17 PDT 2021,Fri Apr 02 18:49:17 PDT 2021,Thu Apr 01 19:20:26 PDT 2021,,,45,100% (1/1),100% (1/1),100% (1/1),Culvers,Five Guys,Wendys,Taco Bell,Ice cream,Burger,Baconator,Burrito,,,,,,
3ZTE0JGGDMS4YNOCPSDL1ERQXISOC7,3KIFW8VYCHONZ9HQKKZM09JQS93PBJ,"30-60 second quick survey about your favorite resturants and food, $12-24/h",Tell us your favorite chain resturants and what items you like most,"survey, food, chain, resturant, easy, fast",$0.20 ,Thu Apr 01 18:28:07 PDT 2021,101,BatchId:4391393;OriginalHitTemplateId:928390912;,300,86400,Sat Apr 03 18:28:07 PDT 2021,,,345LHZDED5SDKCAKINJVW0B8VQIU32,A2LEY4X3LD8G26,Approved,Thu Apr 01 18:44:32 PDT 2021,Thu Apr 01 18:45:51 PDT 2021,Fri Apr 02 18:45:51 PDT 2021,Thu Apr 01 19:20:26 PDT 2021,,,79,100% (1/1),100% (1/1),100% (1/1),Taco Bell,Wendy's,Bill Gray's,McDonalds,Cheesy Gordita Crunch,Junior Bacon Cheeseburger,Grilled Chicken Sandwich,Fries,,,,,,
3ZTE0JGGDMS4YNOCPSDL1ERQXISOC7,3KIFW8VYCHONZ9HQKKZM09JQS93PBJ,"30-60 second quick survey about your favorite resturants and food, $12-24/h",Tell us your favorite chain resturants and what items you like most,"survey, food, chain, resturant, easy, fast",$0.20 ,Thu Apr 01 18:28:07 PDT 2021,101,BatchId:4391393;OriginalHitTemplateId:928390912;,300,86400,Sat Apr 03 18:28:07 PDT 2021,,,34BBWHLWHIB52JH8YQ5JIUYUZOQIWP,A384EFVY03N5KE,Approved,Thu Apr 01 18:39:19 PDT 2021,Thu Apr 01 18:42:02 PDT 2021,Fri Apr 02 18:42:02 PDT 2021,Thu Apr 01 19:20:26 PDT 2021,,,163,100% (1/1),100% (1/1),100% (1/1),Wendy's,Arby's,McDonald's,Burger King,Chili,turkey club on whole wheat,filet-o-fish,chicken sandwich,"onions, cheese",,,,,
3ZTE0JGGDMS4YNOCPSDL1ERQXISOC7,3KIFW8VYCHONZ9HQKKZM09JQS93PBJ,"30-60 second quick survey about your favorite resturants and food, $12-24/h",Tell us your favorite chain resturants and what items you like most,"survey, food, chain, resturant, easy, fast",$0.20 ,Thu Apr 01 18:28:07 PDT 2021,101,BatchId:4391393;OriginalHitTemplateId:928390912;,300,86400,Sat Apr 03 18:28:07 PDT 2021,,,34QN5IT0T7RJ5N4AWX07YAVCVN708Y,AZBY9DS8VTPUK,Approved,Thu Apr 01 18:47:04 PDT 2021,Thu Apr 01 18:48:52 PDT 2021,Fri Apr 02 18:48:52 PDT 2021,Thu Apr 01 19:20:27 PDT 2021,,,108,100% (1/1),100% (1/1),100% (1/1),wendys,Jack in the box,burger king,mcdonalds,spicy nuggets,tacos,whopper,spicy mccchicken,,taco sauce,,,,
3ZTE0JGGDMS4YNOCPSDL1ERQXISOC7,3KIFW8VYCHONZ9HQKKZM09JQS93PBJ,"30-60 second quick survey about your favorite resturants and food, $12-24/h",Tell us your favorite chain resturants and what items you like most,"survey, food, chain, resturant, easy, fast",$0.20 ,Thu Apr 01 18:28:07 PDT 2021,101,BatchId:4391393;OriginalHitTemplateId:928390912;,300,86400,Sat Apr 03 18:28:07 PDT 2021,,,34V1S5K3G01EX39Z3EM2770ESWB69U,A182N7RLXGSCZG,Approved,Thu Apr 01 19:01:57 PDT 2021,Thu Apr 01 19:02:45 PDT 2021,Fri Apr 02 19:02:45 PDT 2021,Thu Apr 01 19:20:27 PDT 2021,,,48,100% (1/1),100% (1/1),100% (1/1),macdonald,burger king,taco bell,china moon,chicken nugget,double wooper,chicken taco,chicken brocoli,,,,,,
3ZTE0JGGDMS4YNOCPSDL1ERQXISOC7,3KIFW8VYCHONZ9HQKKZM09JQS93PBJ,"30-60 second quick survey about your favorite resturants and food, $12-24/h",Tell us your favorite chain resturants and what items you like most,"survey, food, chain, resturant, easy, fast",$0.20 ,Thu Apr 01 18:28:07 PDT 2021,101,BatchId:4391393;OriginalHitTemplateId:928390912;,300,86400,Sat Apr 03 18:28:07 PDT 2021,,,34X6J5FLP1YWDX5S4ZRD26V8O2XJQX,A3MJ7Q2DHKBTJQ,Approved,Thu Apr 01 18:29:21 PDT 2021,Thu Apr 01 18:30:42 PDT 2021,Fri Apr 02 18:30:42 PDT 2021,Thu Apr 01 19:20:27 PDT 2021,,,81,100% (1/1),100% (1/1),100% (1/1),Chick-Fil-A,Boston Market,Chipotle,Pollo Tropical,Chicken Deluxe Sandwich,Turkey plate,Chicken Bowl,Family Platter,Colby Jack Cheese,Steamed Vegetables,,Fried Yucca,,
3ZTE0JGGDMS4YNOCPSDL1ERQXISOC7,3KIFW8VYCHONZ9HQKKZM09JQS93PBJ,"30-60 second quick survey about your favorite resturants and food, $12-24/h",Tell us your favorite chain resturants and what items you like most,"survey, food, chain, resturant, easy, fast",$0.20 ,Thu Apr 01 18:28:07 PDT 2021,101,BatchId:4391393;OriginalHitTemplateId:928390912;,300,86400,Sat Apr 03 18:28:07 PDT 2021,,,3570Y55XZXJVVX6DN3N4IF6UVJXYGB,AWJV1E4SN22KJ,Approved,Thu Apr 01 18:29:34 PDT 2021,Thu Apr 01 18:32:41 PDT 2021,Fri Apr 02 18:32:41 PDT 2021,Thu Apr 01 19:20:27 PDT 2021,,,187,100% (1/1),100% (1/1),100% (1/1),KFC,McDonalds,Burger king,Pizza Hut,Chicken  nuggets spicy,Burger meat,Chicken burger,Pizza,"Finger chips, Pepsi",Pepsi,Pepsi,Pepsi,,
3ZTE0JGGDMS4YNOCPSDL1ERQXISOC7,3KIFW8VYCHONZ9HQKKZM09JQS93PBJ,"30-60 second quick survey about your favorite resturants and food, $12-24/h",Tell us your favorite chain resturants and what items you like most,"survey, food, chain, resturant, easy, fast",$0.20 ,Thu Apr 01 18:28:07 PDT 2021,101,BatchId:4391393;OriginalHitTemplateId:928390912;,300,86400,Sat Apr 03 18:28:07 PDT 2021,,,35BLDD71IEXEIK6D8KO9WNI6OSPVZO,A3HGZDLMCKGPSE,Approved,Thu Apr 01 18:31:58 PDT 2021,Thu Apr 01 18:33:22 PDT 2021,Fri Apr 02 18:33:22 PDT 2021,Thu Apr 01 19:20:27 PDT 2021,,,84,100% (1/1),100% (1/1),100% (1/1),Cheesecake Factory,Wendys,Chili's,Burger King,Peanut Butter Cheesecake,Chicken Sandwich,Burger,Breaded Chicken Sandwich,,,,,,
3ZTE0JGGDMS4YNOCPSDL1ERQXISOC7,3KIFW8VYCHONZ9HQKKZM09JQS93PBJ,"30-60 second quick survey about your favorite resturants and food, $12-24/h",Tell us your favorite chain resturants and what items you like most,"survey, food, chain, resturant, easy, fast",$0.20 ,Thu Apr 01 18:28:07 PDT 2021,101,BatchId:4391393;OriginalHitTemplateId:928390912;,300,86400,Sat Apr 03 18:28:07 PDT 2021,,,3634BBTX0WU3RXVD81VJE6CU4L0IFR,A3NNDNMBKSZ22H,Approved,Thu Apr 01 18:39:56 PDT 2021,Thu Apr 01 18:41:10 PDT 2021,Fri Apr 02 18:41:10 PDT 2021,Thu Apr 01 19:20:27 PDT 2021,,,74,100% (1/1),100% (1/1),100% (1/1),Mcdonalds,burger king,kfc,subway,mc double,whopper,chicken,cold cut,mac sauce,no,,,,
3ZTE0JGGDMS4YNOCPSDL1ERQXISOC7,3KIFW8VYCHONZ9HQKKZM09JQS93PBJ,"30-60 second quick survey about your favorite resturants and food, $12-24/h",Tell us your favorite chain resturants and what items you like most,"survey, food, chain, resturant, easy, fast",$0.20 ,Thu Apr 01 18:28:07 PDT 2021,101,BatchId:4391393;OriginalHitTemplateId:928390912;,300,86400,Sat Apr 03 18:28:07 PDT 2021,,,37QW5D2ZROMJ6WOM5ZJR8G1VQFQ8ST,A2ZKMDAQ3XUVCT,Approved,Thu Apr 01 18:55:39 PDT 2021,Thu Apr 01 19:00:19 PDT 2021,Fri Apr 02 19:00:19 PDT 2021,Thu Apr 01 19:20:27 PDT 2021,,,280,100% (1/1),100% (1/1),100% (1/1),Camila's Brazilian Restaurant,Tony's Brazilian Grill,Agave Azul Orlando,Venetian Pizza Orlando,meat with potato,Roast beef,taco,pizza,none,none,none,none,,
3ZTE0JGGDMS4YNOCPSDL1ERQXISOC7,3KIFW8VYCHONZ9HQKKZM09JQS93PBJ,"30-60 second quick survey about your favorite resturants and food, $12-24/h",Tell us your favorite chain resturants and what items you like most,"survey, food, chain, resturant, easy, fast",$0.20 ,Thu Apr 01 18:28:07 PDT 2021,101,BatchId:4391393;OriginalHitTemplateId:928390912;,300,86400,Sat Apr 03 18:28:07 PDT 2021,,,37Z929RLGH824GGA8XUMZCXI4S9TS1,AB5HO1K9GIFPG,Approved,Thu Apr 01 18:28:41 PDT 2021,Thu Apr 01 18:30:40 PDT 2021,Fri Apr 02 18:30:40 PDT 2021,Thu Apr 01 19:20:28 PDT 2021,,,119,100% (1/1),100% (1/1),100% (1/1),Zaxbys,Popeyes,McDonalds,Wendys,Big Zax Snack Meal,Original Chicken Sandwich,Spicy Crispy Chicken Sandwich,Vanilla Frosty,,,,,,
3ZTE0JGGDMS4YNOCPSDL1ERQXISOC7,3KIFW8VYCHONZ9HQKKZM09JQS93PBJ,"30-60 second quick survey about your favorite resturants and food, $12-24/h",Tell us your favorite chain resturants and what items you like most,"survey, food, chain, resturant, easy, fast",$0.20 ,Thu Apr 01 18:28:07 PDT 2021,101,BatchId:4391393;OriginalHitTemplateId:928390912;,300,86400,Sat Apr 03 18:28:07 PDT 2021,,,384PI804X011O7JJAV6CF1VD7HD0SX,A9E9L9MWEZOPN,Approved,Thu Apr 01 18:37:19 PDT 2021,Thu Apr 01 18:39:06 PDT 2021,Fri Apr 02 18:39:06 PDT 2021,Thu Apr 01 19:20:28 PDT 2021,,,107,100% (1/1),100% (1/1),100% (1/1),Kfc,Meat and eat,Dindugul thalapakatti,A2b,Crispy fried  chicken,Burger,Briyani,Curd vadai,Ketchup,,,,,
3ZTE0JGGDMS4YNOCPSDL1ERQXISOC7,3KIFW8VYCHONZ9HQKKZM09JQS93PBJ,"30-60 second quick survey about your favorite resturants and food, $12-24/h",Tell us your favorite chain resturants and what items you like most,"survey, food, chain, resturant, easy, fast",$0.20 ,Thu Apr 01 18:28:07 PDT 2021,101,BatchId:4391393;OriginalHitTemplateId:928390912;,300,86400,Sat Apr 03 18:28:07 PDT 2021,,,3A1PQ49WVPHC5NQLVKYDPS7L3Y2H1W,A2N53V9713PZG3,Approved,Thu Apr 01 18:44:24 PDT 2021,Thu Apr 01 18:47:02 PDT 2021,Fri Apr 02 18:47:02 PDT 2021,Thu Apr 01 19:20:28 PDT 2021,,,158,100% (1/1),100% (1/1),100% (1/1),Captain D's,Raising Cane's,Wendy's,Sonic,Cod fish,Chicken Finger Combo,Baconator,Mozzerella Sticks,Tartar Sauce,There special chicken sauce,add bacon,Marinara Sauce,,
3ZTE0JGGDMS4YNOCPSDL1ERQXISOC7,3KIFW8VYCHONZ9HQKKZM09JQS93PBJ,"30-60 second quick survey about your favorite resturants and food, $12-24/h",Tell us your favorite chain resturants and what items you like most,"survey, food, chain, resturant, easy, fast",$0.20 ,Thu Apr 01 18:28:07 PDT 2021,101,BatchId:4391393;OriginalHitTemplateId:928390912;,300,86400,Sat Apr 03 18:28:07 PDT 2021,,,3AAPLD8UCKHDE72UX3INVYQGVHSTHG,A2BKRXTTEE6F1K,Approved,Thu Apr 01 18:31:41 PDT 2021,Thu Apr 01 18:34:52 PDT 2021,Fri Apr 02 18:34:52 PDT 2021,Thu Apr 01 19:20:28 PDT 2021,,,191,100% (1/1),100% (1/1),100% (1/1),Mcdonalds,Arbys,Panda Express,Sonnys BBQ,Cheeseburger,Beef and cheddar sandwich,Sweet and Sour Chicken,Sliced Beef Sandwich,No onions,bbq sweet sauce,chicken fried rice,Sonnys Sweet BBQ sauce,,
3ZTE0JGGDMS4YNOCPSDL1ERQXISOC7,3KIFW8VYCHONZ9HQKKZM09JQS93PBJ,"30-60 second quick survey about your favorite resturants and food, $12-24/h",Tell us your favorite chain resturants and what items you like most,"survey, food, chain, resturant, easy, fast",$0.20 ,Thu Apr 01 18:28:07 PDT 2021,101,BatchId:4391393;OriginalHitTemplateId:928390912;,300,86400,Sat Apr 03 18:28:07 PDT 2021,,,3ATPCQ38JGAUL6TA13VUMTVRXOKYAZ,A2MCRVU8I9VNHG,Approved,Thu Apr 01 18:30:32 PDT 2021,Thu Apr 01 18:32:18 PDT 2021,Fri Apr 02 18:32:18 PDT 2021,Thu Apr 01 19:20:28 PDT 2021,,,106,100% (1/1),100% (1/1),100% (1/1),Pizza Hut,Jack in the Box,Burger King,Chick-Fil-A,Pepperoni Pan Pizza,Chocolate Milk Shake,Whopper,Waffle Fries,,,,,,
3ZTE0JGGDMS4YNOCPSDL1ERQXISOC7,3KIFW8VYCHONZ9HQKKZM09JQS93PBJ,"30-60 second quick survey about your favorite resturants and food, $12-24/h",Tell us your favorite chain resturants and what items you like most,"survey, food, chain, resturant, easy, fast",$0.20 ,Thu Apr 01 18:28:07 PDT 2021,101,BatchId:4391393;OriginalHitTemplateId:928390912;,300,86400,Sat Apr 03 18:28:07 PDT 2021,,,3AZHRG4CUCKX4QY4KG5B7TN1F1F036,ALDQRWYZ8KQ9A,Approved,Thu Apr 01 18:50:56 PDT 2021,Thu Apr 01 18:52:43 PDT 2021,Fri Apr 02 18:52:43 PDT 2021,Thu Apr 01 19:20:28 PDT 2021,,,107,100% (1/1),100% (1/1),100% (1/1),Jack in the Box,A&W,Arby's,Wendy's,Ultimate Cheeseburger,Papa Burger,Traditional Greek gyro,Baconator,n/a,n/a,n/a,n/a,,
3ZTE0JGGDMS4YNOCPSDL1ERQXISOC7,3KIFW8VYCHONZ9HQKKZM09JQS93PBJ,"30-60 second quick survey about your favorite resturants and food, $12-24/h",Tell us your favorite chain resturants and what items you like most,"survey, food, chain, resturant, easy, fast",$0.20 ,Thu Apr 01 18:28:07 PDT 2021,101,BatchId:4391393;OriginalHitTemplateId:928390912;,300,86400,Sat Apr 03 18:28:07 PDT 2021,,,3BF51CHDT3ACYY53Z1UDBNOBY6VH0S,AMQGOTPBRWYSF,Approved,Thu Apr 01 18:28:24 PDT 2021,Thu Apr 01 18:29:43 PDT 2021,Fri Apr 02 18:29:43 PDT 2021,Thu Apr 01 19:20:28 PDT 2021,,,79,100% (1/1),100% (1/1),100% (1/1),mcdonalds,popeyes,burger king,white castle,big mac,POPCORN chicken,cheesebuerger,small dollar hamburgers,bacon,sauces,none,none,,
3ZTE0JGGDMS4YNOCPSDL1ERQXISOC7,3KIFW8VYCHONZ9HQKKZM09JQS93PBJ,"30-60 second quick survey about your favorite resturants and food, $12-24/h",Tell us your favorite chain resturants and what items you like most,"survey, food, chain, resturant, easy, fast",$0.20 ,Thu Apr 01 18:28:07 PDT 2021,101,BatchId:4391393;OriginalHitTemplateId:928390912;,300,86400,Sat Apr 03 18:28:07 PDT 2021,,,3COPXFW7XJC6O5AVM7C03G5BYVDKP8,A1B179AI3LZKWS,Approved,Thu Apr 01 18:51:08 PDT 2021,Thu Apr 01 18:53:17 PDT 2021,Fri Apr 02 18:53:17 PDT 2021,Thu Apr 01 19:20:29 PDT 2021,,,129,100% (1/1),100% (1/1),100% (1/1),PF Changs,Carl's Jr,KFC,Chick-Fil A,Spicy Lettuce Cups,Santa Fe Chicken sandwich,Original recipe fried chicken,Grilled chicken sandwich,House sauce,,,Polynesian sauce,,
3ZTE0JGGDMS4YNOCPSDL1ERQXISOC7,3KIFW8VYCHONZ9HQKKZM09JQS93PBJ,"30-60 second quick survey about your favorite resturants and food, $12-24/h",Tell us your favorite chain resturants and what items you like most,"survey, food, chain, resturant, easy, fast",$0.20 ,Thu Apr 01 18:28:07 PDT 2021,101,BatchId:4391393;OriginalHitTemplateId:928390912;,300,86400,Sat Apr 03 18:28:07 PDT 2021,,,3CPLWGV3MWZM4OFR2V8J9IM0NMZN9K,A7UTF5W1NKX4X,Approved,Thu Apr 01 18:37:21 PDT 2021,Thu Apr 01 18:39:44 PDT 2021,Fri Apr 02 18:39:44 PDT 2021,Thu Apr 01 19:20:29 PDT 2021,,,143,100% (1/1),100% (1/1),100% (1/1),Wendys,Chic fil a,Hardees,Subway,Chili,Nuggets,Chicken tenders,Steak sub,Hot sauce,Salt,BBQ sauce,Xtra cheese,,
